CPU utilized,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001
cycles,7009580448958.0,7010523781200.0,7018216835714.0,7029002574518.0,7016317553384.0,7014214880938.0,7013105508719.0,7040061707947.0,7013316240086.0,7018503061722.0
clock speed,3.249,3.193,3.261,2.898,2.969,3.177,3.297,3.297,3.297,3.297
instructions,8007845492801.0,8007795908484.0,8007349125437.0,8007890317968.0,8007763503842.0,8007236147549.0,8006958648202.0,8007015656370.0,8006950697062.0,8006938037089.0
instructions per cycle,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
"time (s)
",2155.87736704,2194.468387658,2150.647204897,2424.406158091,2361.509192706,2206.553619715,2125.860167267,2134.082634006,2125.851307302,2127.448594796
estimated number of instructions,7990921711812.119,7991997110567.999,8000767192713.959,8013062934950.52,7998602010857.76,7996204964269.319,7994940279939.659,8025670347059.579,7995180513698.039,8001093490363.079
instruction calculation error,-0.002113400040509676,-0.0019729271445670417,-0.000821986480161349,0.0006459400387781636,-0.0011440763678703413,-0.001377651798499447,-0.0015009904247525495,0.002329793207627653,-0.001469995733616767,-0.000729935300966278
predicted cycles,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0,8000000000000.0
cycles prediction error,0.12380244388025,0.12368452735,0.12272289553575,0.12137467818525,0.122960305827,0.12322313988275,0.123361811410125,0.119992286506625,0.12333546998925,0.12268711728475
prediction to actual cycles,1.1412951257573811,1.1411415537100753,1.1398906855214197,1.138141566344295,1.140199248271134,1.1405410492542785,1.1407214664108574,1.1363536758448292,1.140687190786352,1.1398441989191337
p2a ratio to instruction rate error,0.0011360752257730013,0.0010013629035749165,-9.58898934914057e-05,-0.001630204961144576,0.00017477918520539991,0.00047460460901627925,0.0006328652726819852,-0.003198529960676091,0.0006027989353966266,-0.0001366676147949242
